model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 X1,2013,7998,Manual,64698,Diesel,160.0,51.4,2.0,BMW
 A4,2019,25050,Semi-Auto,10205,Petrol,145.0,38.2,2.0,Audi
 TT,2020,29850,Semi-Auto,4500,Petrol,145.0,40.9,2.0,Audi
 Grand C-MAX,2016,9660,Manual,30691,Petrol,30.0,54.3,1.0,Ford
 Octavia,2019,13250,Manual,132644,Diesel,145.0,68.9,1.6,Skoda
 Mokka X,2019,13999,Manual,12000,Petrol,145.0,39.2,1.4,Vauxhall
 3 Series,2019,26782,Semi-Auto,5626,Petrol,150.0,42.2,2.0,BMW
 Sharan,2018,17490,Manual,45000,Diesel,145.0,56.5,2.0,VW
 Q3,2014,15698,Manual,26728,Diesel,160.0,50.4,2.0,Audi
 Focus,2017,10997,Manual,21136,Petrol,145.0,54.3,1.0,Focus
 1 Series,2016,13212,Manual,13778,Petrol,30.0,56.5,1.5,BMW
 Q3,2017,16490,Manual,50286,Diesel,145.0,61.4,2.0,Audi
 Golf,2019,12999,Manual,9029,Petrol,145.0,49.6,1.0,VW
 Polo,2019,11495,Manual,4303,Petrol,150.0,48.7,1.0,VW
 1 Series,2015,12270,Automatic,38573,Diesel,20.0,68.9,1.5,BMW
 Arteon,2020,29750,Automatic,3500,Diesel,145.0,44.1,2.0,VW
 X1,2016,17261,Manual,29863,Diesel,125.0,58.9,2.0,BMW
 RAV4,2019,29900,Automatic,16885,Hybrid,135.0,49.6,2.5,toyota
 Aygo,2017,7250,Manual,21680,Petrol,145.0,68.9,1.0,toyota
 Focus,2019,19160,Automatic,3418,Diesel,145.0,54.3,1.5,Focus
 Superb,2016,13490,Manual,46125,Diesel,20.0,68.9,2.0,Skoda
 Golf,2017,20995,Manual,42580,Petrol,200.0,39.8,2.0,VW
 2 Series,2019,22995,Automatic,1247,Diesel,145.0,68.9,2.0,BMW
 Golf,2017,16000,Semi-Auto,40702,Diesel,30.0,62.8,2.0,VW
 E Class,2019,45799,Automatic,1000,Diesel,145.0,48.7,3.0,Merc
 Karoq,2020,26995,Manual,50,Diesel,145.0,42.8,2.0,Skoda
 Astra,2019,12498,Manual,23223,Petrol,150.0,51.4,1.4,Vauxhall
 Focus,2017,11750,Manual,32746,Diesel,145.0,54.3,1.5,Focus
 2 Series,2018,13470,Automatic,67062,Diesel,145.0,51.4,2.0,BMW
 Mokka X,2017,11630,Manual,24027,Petrol,145.0,47.1,1.4,Vauxhall
 Aygo,2017,7250,Manual,19000,Petrol,0.0,68.9,1.0,toyota
 C Class,2019,26899,Semi-Auto,2000,Petrol,145.0,54.3,1.5,cclass
 Focus,2017,11900,Manual,9574,Petrol,145.0,54.3,1.0,Focus
 Octavia,2020,18990,Automatic,1941,Diesel,145.0,54.3,2.0,Skoda
 Grandland X,2019,19495,Manual,7769,Petrol,145.0,44.1,1.2,Vauxhall
 M4,2016,32983,Automatic,33113,Petrol,300.0,34.0,3.0,BMW
 Focus,2018,15399,Manual,14693,Petrol,145.0,51.4,1.5,Ford
 Mokka,2017,12000,Manual,2797,Petrol,150.0,47.1,1.4,Vauxhall
 Astra,2017,8500,Manual,43623,Petrol,125.0,51.4,1.4,Vauxhall
 Golf,2015,11794,Manual,89460,Diesel,20.0,67.3,2.0,VW
 E Class,2019,23890,Semi-Auto,14098,Diesel,145.0,72.4,2.0,Merc
 Ka+,2018,8999,Manual,4000,Petrol,145.0,57.7,1.2,Ford
 E Class,2017,19980,Semi-Auto,19258,Diesel,125.0,58.9,2.1,Merc
 Crossland X,2019,11440,Manual,16137,Petrol,145.0,47.1,1.2,Vauxhall
 Kuga,2017,14900,Manual,8805,Petrol,145.0,45.6,1.5,Ford
 Focus,2015,8499,Manual,51879,Diesel,0.0,74.3,1.5,Ford
 Mokka X,2017,11499,Manual,19558,Diesel,30.0,65.7,1.6,Vauxhall
 Yeti Outdoor,2017,14990,Semi-Auto,12215,Petrol,150.0,51.4,1.2,Skoda
 Golf,2015,12750,Manual,78990,Diesel,20.0,67.3,2.0,VW
 C Class,2019,31199,Semi-Auto,2000,Petrol,145.0,54.3,1.5,cclass
 C Class,2016,21500,Semi-Auto,37188,Diesel,20.0,67.3,2.1,Merc
 Golf,2017,12200,Manual,23741,Diesel,0.0,74.3,1.6,VW
 Astra,2014,5499,Manual,47801,Diesel,125.0,61.4,1.7,Vauxhall
 Fiesta,2008,4490,Manual,56000,Petrol,145.0,49.6,1.4,Ford
 Edge,2017,20450,Semi-Auto,34399,Diesel,160.0,48.7,2.0,Ford
 KA,2014,4999,Manual,17000,Petrol,30.0,57.7,1.2,Ford
 Tiguan,2018,18712,Manual,16255,Petrol,145.0,46.3,1.4,VW
 Golf,2017,13950,Semi-Auto,18186,Petrol,150.0,55.4,1.4,VW
 Octavia,2019,12991,Manual,12409,Diesel,145.0,68.9,1.6,Skoda
 Focus,2017,12000,Manual,16790,Diesel,145.0,74.3,1.5,Ford
 Focus,2019,14991,Manual,13712,Petrol,145.0,58.9,1.0,Ford
 4 Series,2016,13999,Manual,43000,Diesel,30.0,67.3,2.0,BMW
 Mokka,2018,11995,Manual,35058,Petrol,145.0,47.1,1.4,Vauxhall
 GLC Class,2017,27998,Semi-Auto,30459,Diesel,145.0,56.5,2.1,Merc
 Corolla,2019,23500,Automatic,4720,Hybrid,135.0,78.5,1.8,toyota
 A3,2019,22910,Automatic,6650,Petrol,145.0,44.1,1.5,Audi
 Golf,2019,12786,Manual,15953,Petrol,145.0,49.6,1.0,VW
 Superb,2019,24490,Automatic,15,Petrol,145.0,38.2,2.0,Skoda
 A6,2019,30000,Automatic,8000,Diesel,145.0,50.4,2.0,Audi
 Golf,2017,12000,Manual,32515,Diesel,145.0,61.4,1.6,VW
 Astra,2019,11327,Manual,14993,Petrol,150.0,52.3,1.4,Vauxhall
 C Class,2017,40489,Automatic,23218,Petrol,145.0,54.3,4.0,cclass
 C Class,2019,22900,Semi-Auto,21481,Petrol,145.0,46.3,1.5,Merc
 Golf,2017,15690,Semi-Auto,22987,Petrol,150.0,55.4,1.4,VW
 Ioniq,2019,19899,Automatic,15439,Hybrid,135.0,62.8,1.6,Hyundi
 Tucson,2016,12795,Manual,36263,Diesel,30.0,61.7,1.7,Hyundi
 Octavia,2019,14995,Manual,8816,Diesel,145.0,68.9,1.6,Skoda
 Yeti Outdoor,2017,14000,Manual,16665,Diesel,150.0,62.8,2.0,Skoda
 I10,2020,13495,Manual,1000,Petrol,145.0,51.4,1.2,Hyundi
 Polo,2017,9499,Manual,24998,Petrol,150.0,60.1,1.0,VW
 Polo,2016,9542,Manual,15947,Petrol,20.0,58.9,1.0,VW
 Focus,2015,8225,Manual,33786,Diesel,145.0,54.3,1.5,Focus
 Focus,2014,5990,Manual,58000,Diesel,145.0,54.3,1.6,Focus
 CL Class,2018,21936,Automatic,3678,Diesel,145.0,50.4,2.2,Merc
 C Class,2016,17995,Automatic,11000,Diesel,145.0,54.3,1.6,cclass
 Fiesta,2019,21995,Manual,6014,Petrol,145.0,40.3,1.5,Ford
 Focus,2016,14995,Manual,25773,Diesel,20.0,67.3,2.0,Ford
 3 Series,2007,5994,Automatic,118000,Diesel,300.0,38.2,3.0,BMW
 Crossland X,2019,14680,Semi-Auto,4862,Petrol,145.0,42.2,1.2,Vauxhall
 C Class,2018,28049,Semi-Auto,9977,Diesel,145.0,54.3,2.0,cclass
 5 Series,2017,21946,Automatic,38410,Petrol,145.0,48.7,2.0,BMW
 Passat,2015,11995,Automatic,38400,Diesel,30.0,61.1,2.0,VW
 C Class,2019,19995,Automatic,13071,Petrol,145.0,46.3,1.5,Merc
 Golf,2016,14000,Manual,10074,Petrol,125.0,53.3,1.4,VW
 Golf,2019,18000,Manual,2500,Petrol,145.0,49.6,1.0,VW
 Scirocco,2015,10999,Manual,48870,Diesel,20.0,55.4,2.0,VW
 C Class,2016,17950,Automatic,20005,Diesel,30.0,64.2,2.1,Merc
 Aygo,2019,8998,Manual,1620,Petrol,150.0,56.5,1.0,toyota
 Q3,2019,26950,Automatic,6471,Diesel,145.0,48.7,2.0,Audi
 Octavia,2019,15750,Manual,3593,Diesel,145.0,55.4,2.0,Skoda
 6 Series,2016,22500,Semi-Auto,39950,Diesel,205.0,49.6,3.0,BMW
 Fiesta,2019,11498,Manual,9923,Petrol,145.0,58.9,1.0,Ford
 1 Series,2016,9999,Manual,82850,Diesel,0.0,83.1,1.5,BMW
 X5,2015,24020,Automatic,69358,Diesel,200.0,47.1,3.0,BMW
 Crossland X,2019,11495,Manual,12609,Petrol,150.0,44.8,1.2,Vauxhall
 Focus,2019,15000,Manual,22856,Petrol,145.0,49.6,1.0,Ford
 Golf,2019,18683,Manual,7681,Petrol,145.0,45.6,1.5,VW
 5 Series,2017,22499,Automatic,13022,Diesel,145.0,60.1,3.0,BMW
 Focus,2016,10250,Manual,29705,Petrol,145.0,54.3,1.0,Focus
 C Class,2019,26299,Semi-Auto,5661,Petrol,145.0,46.3,1.5,Merc
 T-Roc,2019,25990,Semi-Auto,7999,Petrol,150.0,39.8,1.5,VW
 Fiesta,2016,8640,Manual,17782,Petrol,125.0,54.3,1.2,Ford
 Polo,2017,9000,Manual,25142,Petrol,20.0,60.1,1.0,VW
 Polo,2019,11750,Manual,10910,Petrol,150.0,48.7,1.0,VW
 A4,2018,16000,Manual,23541,Petrol,145.0,51.4,1.4,Audi
 CLS Class,2016,19749,Semi-Auto,35825,Diesel,125.0,57.7,2.1,Merc
 Ka+,2018,9495,Manual,3136,Petrol,145.0,47.9,1.2,Ford
 Q2,2017,19990,Automatic,16991,Diesel,145.0,57.7,2.0,Audi
 Corsa,2016,6999,Manual,13046,Petrol,30.0,55.4,1.4,Vauxhall
 C Class,2019,26500,Semi-Auto,3000,Diesel,145.0,60.1,1.6,Merc
 A Class,2019,26099,Semi-Auto,487,Diesel,145.0,65.7,1.5,Merc
 A5,2015,17440,Automatic,34589,Diesel,145.0,56.5,2.0,Audi
 Corolla,2019,24995,Automatic,1350,Hybrid,135.0,72.4,2.0,toyota
 Viva,2017,6060,Manual,22649,Petrol,20.0,62.8,1.0,Vauxhall
 5 Series,2018,28992,Automatic,19625,Diesel,145.0,53.3,3.0,BMW
 Focus,2018,11000,Manual,48961,Petrol,145.0,54.3,1.0,Focus
 Polo,2007,2995,Automatic,106000,Petrol,200.0,40.9,1.4,VW
 Polo,2019,13490,Manual,13504,Petrol,150.0,52.3,1.0,VW
 4 Series,2019,24785,Semi-Auto,2924,Petrol,145.0,48.7,2.0,BMW
 1 Series,2017,12498,Manual,14138,Diesel,20.0,72.4,1.5,BMW
 A Class,2014,9490,Automatic,74000,Diesel,30.0,68.9,1.5,Merc
 Yaris,2018,13780,Automatic,20675,Hybrid,135.0,76.3,1.5,toyota
 Astra,2016,8000,Manual,34587,Petrol,0.0,65.7,1.0,Vauxhall
 I20,2017,7798,Manual,14814,Petrol,150.0,55.4,1.2,Hyundi
 Q2,2019,25888,Automatic,4444,Petrol,145.0,42.2,1.5,Audi
 Corsa,2016,5891,Manual,27619,Petrol,30.0,55.4,1.4,Vauxhall
 Fiesta,2018,9860,Manual,31789,Petrol,150.0,65.7,1.0,Ford
 3 Series,2015,12245,Semi-Auto,27721,Diesel,30.0,64.2,2.0,BMW
 Polo,2020,14990,Manual,50,Petrol,145.0,48.7,1.0,VW
 Q5,2020,36500,Automatic,1552,Diesel,150.0,38.2,2.0,Audi
 1 Series,2019,30240,Automatic,7791,Petrol,145.0,34.5,2.0,BMW
 Astra,2017,7998,Manual,66054,Diesel,0.0,76.3,1.6,Vauxhall
 Focus,2015,13499,Manual,30555,Diesel,145.0,54.3,2.0,Focus
 Polo,2017,10392,Manual,13044,Petrol,145.0,60.1,1.2,VW
 GLC Class,2019,33495,Semi-Auto,12344,Diesel,145.0,56.5,2.1,Merc
 Focus,2017,12500,Automatic,21697,Petrol,145.0,54.3,1.0,Focus
 3 Series,2018,18700,Semi-Auto,42565,Diesel,145.0,64.2,2.0,BMW
 Q7,2017,49490,Semi-Auto,30262,Diesel,145.0,39.2,4.0,Audi
 Fiesta,2017,9990,Manual,13051,Petrol,145.0,65.7,1.0,Ford
 Tucson,2017,14590,Manual,30085,Diesel,150.0,61.4,1.7,Hyundi
 Kamiq,2020,19885,Semi-Auto,1575,Petrol,145.0,43.5,1.5,Skoda
 Focus,2017,15500,Manual,24610,Diesel,150.0,67.3,2.0,Ford
 C Class,2019,27980,Semi-Auto,7460,Diesel,145.0,56.5,2.0,Merc
 Corsa,2018,8999,Manual,10289,Petrol,145.0,43.5,1.4,Vauxhall
 Golf SV,2019,20640,Semi-Auto,5505,Petrol,145.0,42.8,1.5,VW
 A5,2019,30728,Semi-Auto,5712,Diesel,145.0,51.4,2.0,Audi
 1 Series,2014,9650,Manual,54314,Diesel,30.0,64.2,2.0,BMW
 C Class,2016,14000,Automatic,44263,Diesel,20.0,65.7,2.1,Merc
 Kuga,2013,9498,Manual,49547,Diesel,200.0,47.9,2.0,Ford
 Yaris,2013,7495,Automatic,70000,Hybrid,0.0,76.3,1.5,toyota
 Aygo,2018,7998,Manual,15111,Petrol,150.0,68.9,1.0,toyota
 Fiesta,2017,10260,Manual,9996,Petrol,145.0,65.7,1.0,Ford
 Corsa,2014,5500,Manual,49064,Diesel,20.0,67.3,1.3,Vauxhall
 Q3,2017,20000,Automatic,27285,Petrol,145.0,47.9,1.4,Audi
 Insignia,2015,7600,Manual,41554,Diesel,0.0,76.3,2.0,Vauxhall
 Focus,2017,11800,Manual,6859,Petrol,145.0,54.3,1.0,Focus
 A Class,2016,13290,Manual,36892,Diesel,20.0,72.4,1.5,Merc
 Polo,2017,11995,Semi-Auto,23848,Petrol,145.0,60.1,1.2,VW
 CL Class,2015,14990,Automatic,39000,Diesel,30.0,62.8,2.1,Merc
 B Class,2017,12760,Manual,21082,Diesel,150.0,68.9,1.5,Merc
 4 Series,2017,24295,Semi-Auto,27292,Diesel,160.0,49.6,3.0,BMW
 Corsa,2020,13498,Manual,10,Petrol,150.0,53.3,1.2,Vauxhall
 A6,2019,30600,Semi-Auto,9485,Diesel,150.0,47.9,2.0,Audi
 Focus,2017,10989,Manual,20000,Petrol,150.0,60.1,1.0,Ford
 Fiesta,2019,13497,Manual,2218,Petrol,145.0,58.9,1.0,Ford
 Polo,2019,11995,Manual,11369,Petrol,145.0,48.7,1.0,VW
 Grandland X,2019,15798,Manual,13284,Diesel,150.0,48.7,1.5,Vauxhall
 Polo,2016,9991,Manual,27934,Petrol,20.0,60.1,1.2,VW
 Focus,2017,13850,Manual,40500,Diesel,145.0,54.3,2.0,Focus
 Focus,2016,11995,Automatic,13000,Diesel,145.0,54.3,1.5,Focus
 4 Series,2018,20500,Semi-Auto,6668,Diesel,145.0,65.7,2.0,BMW
 Fiesta,2018,11695,Manual,12487,Petrol,145.0,65.7,1.0,Ford
 T-Roc,2020,25500,Manual,2000,Petrol,145.0,42.2,1.5,VW
 Fiesta,2018,9289,Manual,16086,Petrol,145.0,64.2,1.1,Ford
 Focus,2017,10289,Manual,20254,Diesel,145.0,54.3,1.5,Focus
 Ioniq,2019,22680,Automatic,4868,Hybrid,135.0,62.8,1.6,Hyundi
 A3,2017,17000,Manual,36974,Petrol,30.0,60.1,1.4,Audi
 Polo,2015,8995,Manual,22520,Petrol,0.0,68.9,1.0,VW
 3 Series,2016,12990,Manual,53000,Diesel,30.0,64.2,2.0,BMW
 7 Series,2019,53000,Semi-Auto,3000,Diesel,145.0,41.5,3.0,BMW
 Focus,2012,5499,Manual,53126,Petrol,145.0,54.3,1.6,Focus
 Golf,2016,8199,Automatic,89369,Diesel,30.0,62.8,2.0,VW
 E Class,2016,18995,Automatic,23772,Diesel,125.0,58.9,2.1,Merc
 Q5,2017,16295,Automatic,85780,Diesel,200.0,47.9,2.0,Audi
 1 Series,2017,19000,Semi-Auto,42657,Petrol,200.0,39.8,3.0,BMW
 C-HR,2018,17498,Automatic,28414,Hybrid,135.0,74.3,1.8,toyota
 Fiesta,2016,9998,Manual,14010,Petrol,0.0,65.7,1.0,Ford
 Polo,2016,9490,Manual,16284,Petrol,20.0,58.9,1.0,VW
 Mokka X,2018,13491,Manual,14584,Petrol,145.0,39.2,1.4,Vauxhall
 A3,2017,18998,Semi-Auto,19588,Petrol,30.0,56.5,1.4,Audi
 Fiesta,2017,7990,Manual,39592,Petrol,150.0,65.7,1.0,Ford
 Astra,2008,1495,Manual,121000,Petrol,235.0,38.7,1.8,Vauxhall
 A1,2017,19250,Manual,16307,Petrol,235.0,39.8,2.0,Audi
 Aygo,2015,6450,Manual,28900,Petrol,0.0,69.0,1.0,toyota
 Insignia,2019,18985,Manual,21,Diesel,145.0,53.3,2.0,Vauxhall
 3 Series,2018,16195,Manual,37025,Diesel,150.0,67.3,2.0,BMW
 Focus,2008,2375,Manual,89000,Petrol,145.0,54.3,1.6,Focus
 Touareg,2018,35490,Semi-Auto,20162,Diesel,145.0,34.0,3.0,VW
 Grand C-MAX,2016,10495,Semi-Auto,24335,Diesel,30.0,58.9,1.5,Ford
 Golf,2016,15198,Automatic,50181,Diesel,30.0,62.8,2.0,VW
 A3,2019,18400,Manual,1809,Diesel,145.0,49.6,1.6,Audi
 A4,2018,23450,Semi-Auto,10767,Petrol,145.0,42.8,2.0,Audi
 E Class,2017,21990,Automatic,17729,Diesel,145.0,61.4,2.0,Merc
 C Class,2014,14999,Semi-Auto,39501,Diesel,20.0,64.2,2.1,Merc
 Fabia,2019,11295,Manual,4750,Petrol,145.0,51.4,1.0,Skoda
 Focus,2019,16950,Manual,11939,Petrol,145.0,54.3,1.0,Focus
 Zafira,2017,11250,Manual,15109,Petrol,200.0,41.5,1.4,Vauxhall
 TT,2016,18940,Manual,33717,Diesel,30.0,62.8,2.0,Audi
 1 Series,2019,17980,Manual,6756,Diesel,145.0,65.7,2.0,BMW
 Aygo,2013,4695,Manual,36475,Petrol,0.0,65.7,1.0,toyota
 Superb,2019,24960,Semi-Auto,7357,Diesel,145.0,48.7,2.0,Skoda
 Focus,2019,17000,Manual,8288,Petrol,145.0,60.1,1.0,Ford
 Yaris,2016,8590,Manual,13082,Petrol,30.0,58.0,1.3,toyota
 C Class,2016,20480,Semi-Auto,20169,Diesel,30.0,64.2,2.1,Merc
 Focus,2016,10000,Manual,46008,Diesel,145.0,54.3,1.5,Focus
 Mokka X,2017,11291,Manual,9537,Petrol,200.0,42.2,1.6,Vauxhall
 EcoSport,2018,15000,Manual,10549,Petrol,145.0,54.3,1.0,Ford
 CC,2017,12791,Manual,37353,Diesel,30.0,62.8,2.0,VW
 Mokka X,2019,17495,Automatic,2000,Petrol,145.0,37.2,1.4,Vauxhall
 Golf,2016,12495,Manual,27000,Petrol,30.0,53.3,1.4,VW
 Crossland X,2019,11491,Manual,1505,Petrol,145.0,44.8,1.2,Vauxhall
 C Class,2017,20623,Automatic,37013,Diesel,125.0,58.9,2.1,Merc
 X1,2017,20875,Semi-Auto,9637,Diesel,145.0,55.4,2.0,BMW
 Astra,2013,5555,Manual,69904,Diesel,30.0,62.8,2.0,Vauxhall
 Focus,2014,7491,Manual,31103,Petrol,145.0,54.3,1.0,Focus
 X5,2016,34488,Automatic,48761,Diesel,235.0,42.8,3.0,BMW
 Fiesta,2018,11750,Manual,7280,Petrol,145.0,65.7,1.0,Ford
 A3,2019,21750,Manual,4909,Diesel,145.0,51.4,1.6,Audi
 GLE Class,2016,29995,Semi-Auto,2933,Diesel,200.0,47.9,2.1,Merc
 Citigo,2017,6800,Manual,24000,Petrol,145.0,64.2,1.0,Skoda
 Aygo,2014,4390,Manual,46406,Petrol,0.0,65.7,1.0,toyota
 A7,2020,38990,Semi-Auto,1200,Diesel,150.0,38.2,3.0,Audi
 Corsa,2019,10990,Manual,100,Petrol,145.0,43.5,1.4,Vauxhall
 Corsa,2015,11000,Manual,17392,Petrol,235.0,37.7,1.6,Vauxhall
 Tiguan,2017,23790,Semi-Auto,20159,Diesel,145.0,57.6,2.0,VW
 Fiesta,2017,9695,Manual,22617,Petrol,150.0,65.7,1.0,Ford
 Kuga,2019,17860,Manual,8011,Diesel,145.0,38.2,2.0,Ford
 Focus,2017,12369,Manual,17028,Petrol,145.0,54.3,1.0,Focus
 CL Class,2019,25855,Semi-Auto,13908,Diesel,145.0,51.4,2.2,Merc
 5 Series,2019,31450,Semi-Auto,500,Diesel,145.0,62.8,2.0,BMW
 Adam,2015,5695,Manual,30605,Petrol,125.0,53.3,1.2,Vauxhall
 Yaris,2014,4995,Manual,53854,Petrol,125.0,52.3,1.3,toyota
 Kuga,2017,12990,Manual,18882,Diesel,30.0,64.2,1.5,Ford
 Fabia,2019,10995,Manual,14306,Petrol,145.0,61.4,1.0,Skoda
 Fiesta,2017,9995,Manual,2146,Petrol,125.0,54.3,1.2,Ford
 C-HR,2018,22500,Automatic,15800,Hybrid,140.0,74.3,1.8,toyota
 Kuga,2017,18491,Automatic,24801,Diesel,145.0,54.3,2.0,Ford
 Focus,2019,18999,Manual,4892,Petrol,145.0,47.9,1.0,Ford
 Yaris,2017,11980,Automatic,15462,Petrol,145.0,60.1,1.5,toyota
 C Class,2019,31890,Semi-Auto,89,Diesel,145.0,54.3,1.6,Merc
 SL CLASS,2017,18812,Manual,13264,Petrol,145.0,48.7,1.6,Merc
 E Class,2019,35899,Semi-Auto,5393,Diesel,145.0,42.8,2.0,Merc
 Astra,2019,12491,Manual,14727,Petrol,150.0,48.7,1.0,Vauxhall
 Q5,2018,43888,Semi-Auto,21017,Petrol,145.0,34.0,3.0,Audi
 T-Roc,2019,20790,Manual,25,Diesel,145.0,50.4,1.6,VW
 A1,2019,21811,Semi-Auto,2246,Petrol,145.0,44.8,1.5,Audi
 Focus,2018,20998,Manual,5757,Petrol,145.0,54.3,2.0,Focus
 Tiguan,2017,22399,Manual,12188,Diesel,160.0,50.4,2.0,VW
 A Class,2019,25690,Automatic,1499,Diesel,145.0,67.3,1.5,Merc
 A1,2016,11995,Manual,38502,Petrol,30.0,57.6,1.4,Audi
 C Class,2018,25480,Semi-Auto,9830,Petrol,145.0,46.3,1.5,Merc
 Corsa,2016,10499,Automatic,13637,Petrol,145.0,47.9,1.4,Vauxhall
 A5,2017,17980,Manual,21134,Petrol,145.0,49.6,2.0,Audi
 Aygo,2015,7000,Manual,9447,Petrol,0.0,69.0,1.0,toyota
 CL Class,2019,29499,Semi-Auto,1710,Petrol,145.0,39.8,2.0,Merc
 C Class,2016,25932,Semi-Auto,24420,Petrol,145.0,54.3,2.0,cclass
 Octavia,2014,12995,Semi-Auto,54141,Diesel,125.0,56.5,2.0,Skoda
 GLE Class,2019,87459,Semi-Auto,1493,Petrol,145.0,23.7,5.5,Merc
 Kuga,2016,12500,Manual,26501,Diesel,125.0,60.1,2.0,Ford
 Focus,2017,11885,Manual,27000,Petrol,145.0,54.3,1.0,Focus
 A Class,2016,13950,Manual,62000,Diesel,20.0,68.9,1.5,Merc
 C Class,2019,32099,Semi-Auto,707,Petrol,145.0,41.5,2.0,Merc
 3 Series,2015,16299,Manual,24331,Petrol,200.0,41.5,2.0,BMW
 Focus,2017,18300,Manual,13813,Petrol,145.0,41.5,2.0,Ford
 Aygo,2015,5995,Manual,26984,Petrol,0.0,69.0,1.0,toyota
 I30,2019,21999,Manual,8259,Petrol,145.0,34.0,2.0,Hyundi
 IX35,2015,7950,Manual,42250,Petrol,160.0,44.1,1.6,Hyundi
 C Class,2019,18998,Semi-Auto,14006,Petrol,145.0,54.3,1.5,cclass
 1 Series,2016,10500,Manual,36792,Diesel,20.0,68.9,2.0,BMW
 Polo,2017,10175,Manual,22367,Petrol,150.0,58.9,1.0,VW
 V Class,2019,18450,Manual,16989,Diesel,145.0,46.3,2.1,Merc
 Fiesta,2014,8495,Manual,18358,Petrol,0.0,65.7,1.0,Ford
 Crossland X,2019,12120,Manual,11685,Petrol,145.0,44.8,1.2,Vauxhall
 Insignia,2018,15000,Manual,30619,Diesel,145.0,53.3,0.0,Vauxhall
 GLE Class,2019,54890,Automatic,6740,Diesel,145.0,32.5,3.0,Merc
 2 Series,2015,18998,Semi-Auto,24859,Petrol,260.0,37.2,3.0,BMW
 Tiguan,2016,15800,Semi-Auto,38295,Diesel,160.0,49.6,2.0,VW
 Mokka X,2017,10698,Manual,19440,Petrol,150.0,47.1,1.4,Vauxhall
 Yaris,2018,12990,Automatic,13904,Hybrid,140.0,76.3,1.5,toyota
 Fabia,2017,11990,Semi-Auto,18865,Petrol,145.0,60.1,1.2,Skoda
 Polo,2019,14790,Manual,5000,Petrol,145.0,47.9,1.0,VW
 C Class,2017,43949,Semi-Auto,14263,Petrol,145.0,54.3,4.0,cclass
 Zafira,2017,10998,Manual,24675,Petrol,150.0,41.5,1.4,Vauxhall
 Golf,2017,20980,Automatic,7563,Petrol,160.0,44.1,2.0,VW
 Yaris,2018,10490,Manual,9363,Petrol,145.0,58.9,1.5,toyota
 Golf,2019,21626,Semi-Auto,3584,Petrol,145.0,43.5,1.5,VW
 X3,2019,29980,Semi-Auto,6231,Diesel,145.0,54.3,2.0,BMW
 Fiesta,2014,9697,Manual,27864,Petrol,145.0,47.9,1.6,Ford
 C Class,2018,15999,Automatic,26930,Petrol,145.0,54.3,2.0,cclass
 GLC Class,2019,38995,Automatic,2500,Diesel,150.0,40.9,2.0,Merc
 Zafira,2016,10810,Manual,19731,Petrol,200.0,42.2,1.4,Vauxhall
 E Class,2017,20940,Semi-Auto,17227,Diesel,20.0,72.4,2.0,Merc
 Polo,2017,9472,Manual,20696,Petrol,145.0,60.1,1.0,VW
 Fiesta,2020,15491,Manual,251,Petrol,145.0,51.4,1.0,Ford
 3 Series,2014,13695,Manual,51000,Diesel,125.0,57.6,2.0,BMW
 X5,2018,39988,Automatic,16933,Hybrid,140.0,85.6,2.0,BMW
 C-MAX,2017,13498,Manual,20357,Petrol,150.0,55.4,1.0,Ford
 Focus,2017,12259,Manual,18006,Diesel,145.0,74.3,1.5,Ford
 Octavia,2019,16000,Automatic,259,Petrol,145.0,47.1,1.5,Skoda
 Arteon,2019,24690,Manual,3248,Diesel,145.0,52.3,2.0,VW
 Crossland X,2017,11499,Manual,16448,Petrol,150.0,58.9,1.2,Vauxhall
 C-MAX,2015,7975,Manual,29000,Diesel,30.0,61.4,1.6,Ford
 3 Series,2019,22480,Manual,5567,Diesel,145.0,56.5,2.0,BMW
 Tiguan,2017,19501,Semi-Auto,47046,Diesel,145.0,49.6,2.0,VW
 Mokka,2015,7491,Manual,47695,Diesel,20.0,68.9,1.6,Vauxhall
 5 Series,2014,14717,Automatic,60389,Diesel,145.0,55.4,2.0,BMW
 Golf,2016,16800,Manual,24712,Diesel,20.0,67.3,2.0,VW
 Ka+,2018,7500,Manual,13647,Petrol,150.0,57.7,1.2,Ford
 Fiesta,2018,9991,Manual,17998,Petrol,145.0,65.7,1.0,Ford
 X1,2019,25916,Automatic,4230,Diesel,145.0,60.1,2.0,BMW
 GL Class,2016,15699,Manual,26809,Diesel,20.0,67.3,2.1,Merc
 Kuga,2017,15700,Manual,14594,Diesel,125.0,60.1,2.0,Ford
 Q3,2019,27699,Manual,1773,Petrol,145.0,39.8,1.5,Audi
 Focus,2015,8250,Manual,62706,Diesel,145.0,54.3,1.5,Focus
 C-HR,2017,19901,Automatic,31590,Hybrid,140.0,74.3,1.8,toyota
 Q7,2017,31000,Automatic,46463,Diesel,205.0,47.9,3.0,Audi
 Fiesta,2018,17990,Manual,11028,Petrol,150.0,40.3,1.5,Ford
 Aygo,2018,7895,Manual,11932,Petrol,145.0,68.9,1.0,toyota
 Insignia,2018,14498,Manual,9280,Petrol,145.0,47.1,1.5,Vauxhall
 Q5,2019,35850,Automatic,9788,Petrol,145.0,32.1,2.0,Audi
